ru кукла noun:f:pl:acc:anim кукол
ru кукла noun:f:pl:gen кукол

ru торговля noun:f:pl:gen торговель

ru запись noun:f

ru! игрок noun:m /^игрк/игрок/

ru! уровень noun:m /^уровен/уровн/
